Year,Make,Model,NewUsed,features,ExteriorColor,InteriorColor,Trim,Transmission,VIN,SellingPrice,Miles,VehicleDescription,Certified,EPACity,EPAHighway,ImageList,car_details_link
2024,Chevrolet,Silverado 1500,NEW,"Chevrolet Silverado is a great truck that is known for its durability, power, capability, and comfort. It is a popular choice for both work and recreation, and it is a great option for those who are looking for a truck that can handle anything they throw at it.",Lakeshore Blue Metallic,Jet Black,"2WD Crew Cab 157"" LT",Automatic,3GCPACEK3RG221012,51345,9,,FALSE,19,22,https://content.homenetiol.com/2000466/2078700/640x480/stock_images/8/cc_2024CHT27_01_640/cc_2024CHT270018_01_640_GXP.jpg,https://www.goschchevy.com/inventory/3GCPACEK3RG221012/
2024,Chevrolet,Silverado 1500,NEW,"Chevrolet Silverado is a great truck that is known for its durability, power, capability, and comfort. It is a popular choice for both work and recreation, and it is a great option for those who are looking for a truck that can handle anything they throw at it.",Lakeshore Blue Metallic,Jet Black,"2WD Crew Cab 157"" LT",Automatic,3GCPACEK7RG221028,51345,10,,FALSE,19,22,https://content.homenetiol.com/2000466/2078700/640x480/stock_images/8/cc_2024CHT27_01_640/cc_2024CHT270018_01_640_GXP.jpg,https://www.goschchevy.com/inventory/3GCPACEK7RG221028/
2024,Chevrolet,Silverado 1500,NEW,"Chevrolet Silverado is a great truck that is known for its durability, power, capability, and comfort. It is a popular choice for both work and recreation, and it is a great option for those who are looking for a truck that can handle anything they throw at it.",Summit White,Jet Black,"4WD Crew Cab 147"" Custom",Automatic,3GCPDBEK3RG211551,50360,10,,FALSE,18,21,https://content.homenetiol.com/2000466/2078700/640x480/stock_images/8/cc_2024CHT27_01_640/cc_2024CHT270001_01_640_GAZ.jpg,https://www.goschchevy.com/inventory/3GCPDBEK3RG211551/
2024,Chevrolet,Silverado 1500,NEW,"Chevrolet Silverado is a great truck that is known for its durability, power, capability, and comfort. It is a popular choice for both work and recreation, and it is a great option for those who are looking for a truck that can handle anything they throw at it.",Lakeshore Blue Metallic,Jet Black,"4WD Crew Cab 147"" Custom",Automatic,3GCPDBEK4RG212174,50360,10,,FALSE,18,21,https://content.homenetiol.com/2000466/2078700/640x480/stock_images/8/cc_2024CHT27_01_640/cc_2024CHT270018_01_640_GXP.jpg,https://www.goschchevy.com/inventory/3GCPDBEK4RG212174/
2024,Chevrolet,Silverado 1500,NEW,"Chevrolet Silverado is a great truck that is known for its durability, power, capability, and comfort. It is a popular choice for both work and recreation, and it is a great option for those who are looking for a truck that can handle anything they throw at it.",Lakeshore Blue Metallic,Jet Black,"4WD Crew Cab 147"" Custom",Automatic,3GCPDBEKXRG212180,50360,10,,FALSE,18,21,https://content.homenetiol.com/2000466/2078700/640x480/stock_images/8/cc_2024CHT27_01_640/cc_2024CHT270018_01_640_GXP.jpg,https://www.goschchevy.com/inventory/3GCPDBEKXRG212180/
2024,Chevrolet,Trax,NEW,"Trax zips through city streets with its peppy engine, fuel-efficient charm, and compact practicality, making it a budget-friendly urban runabout. ",Sterling Gray Metallic,Jet Black/Gray with Red accents,FWD 4dr 1RS,Automatic,KL77LGE2XRC100625,24315,4,,FALSE,28,32,https://content.homenetiol.com/2000466/2078700/640x480/stock_images/8/cc_2024CHS32_01_640/cc_2024CHS320009_01_640_GZB.jpg,https://www.goschchevy.com/inventory/KL77LGE2XRC100625/
2024,Chevrolet,Trax,NEW,"Trax zips through city streets with its peppy engine, fuel-efficient charm, and compact practicality, making it a budget-friendly urban runabout. ",Mosaic Black Metallic,Jet Black with Artemis accents,FWD 4dr ACTIV,Automatic,KL77LKE29RC180163,25790,4,,FALSE,28,32,https://content.homenetiol.com/2000466/2078700/640x480/1e3c962d8be34255a95ad0e074c6da1f.jpg,https://www.goschchevy.com/inventory/KL77LKE29RC180163/
2020,Chevrolet,Silverado 1500,USED,"Chevrolet Silverado is a great truck that is known for its durability, power, capability, and comfort. It is a popular choice for both work and recreation, and it is a great option for those who are looking for a truck that can handle anything they throw at it.",Northsky Blue Metallic,Jet Black,"2WD Crew Cab 157"" LT",Automatic,3GCPWCED1LG355253,31993,53364,"CARFAX One-Owner. Clean CARFAX. Northsky Blue Metallic 2020 Chevrolet Silverado 1500 LT RWD 8-Speed Automatic EcoTec3 5.3L V8 8-Speed Automatic, Black Cloth, 120-Volt Instrument Panel Power Outlet, 2 USB Ports, 2 USB Ports (First Row), 4.2 Diagonal Color Display Driver Info Center, 4-Way Manual Driver Seat Adjuster, All-Star Edition, BluetoothÂ® For Phone, Chrome Grille, Chrome Mirror Caps, Cloth Rear Seat w/Storage Package, Color-Keyed Carpeting Floor Covering, Compass, Convenience Package, Convenience Package II, Deep-Tinted Glass, Front Rubberized Vinyl Floor Mats, HD Radio, HD Rear Vision Camera, Heavy-Duty Rear Locking Differential, Locking Tailgate, Manual Tilt-Wheel Steering Column, OnStar & Chevrolet Connected Services Capable, Power Door Locks, Power Front Windows w/Driver Express Up/Down, Power Front Windows w/Passenger Express Down, Power Rear Windows w/Express Down, Power Sliding Rear Window w/Rear Defogger, Preferred Equipment Group 1LT, Radio: Chevrolet Infotainment 3 Plus System, Rear 60/40 Folding Bench Seat (Folds Up), Rear Rubberized-Vinyl Floor Mats, Rear Vision Camera, Remote Keyless Entry, Single-Zone Manual/Semi-Automatic Air Conditioning, SiriusXM w/360L, Steering Wheel Audio Controls, Steering Wheel Mounted Electronic Cruise Control, Trailering Package, Universal Home Remote, Urethane Steering Wheel, Wheels: 17 x 8 Bright Silver Painted Aluminum.Recent Arrival! Odometer is 10522 miles below market average!If you have any questions or would like some general information about financing or would like a price quote on a new or used vehicle please call.",FALSE,17,24,https://content.homenetiol.com/2000466/2078700/640x480/stock_images/8/cc_2020CHT27_01_640/cc_2020CHT270126_01_640_GA0.jpg,https://www.goschchevy.com/inventory/3GCPWCED1LG355253/
2024,Chevrolet,Trailblazer,NEW," Compact spice with big-SUV swagger, zips through city streets, embraces weekend adventures, tech-savvy companion for work and play.",Fountain Blue,Jet Black,FWD 4dr LS,,KL79MMSLXRB090492,25580,2,,FALSE,29,33,https://content.homenetiol.com/2000466/2078700/640x480/stock_images/8/cc_2024CHS08_01_640/cc_2024CHS080024_01_640_GLN.jpg,https://www.goschchevy.com/inventory/KL79MMSLXRB090492/
2019,Kia,Rio,USED,"The Kia Rio is a fuel-efficient and affordable subcompact car with surprising comfort and tech features, ideal for city driving but lacking the power and cargo space of larger vehicles.",Silky Silver,Black,S Auto,Automatic,3KPA24AB2KE166889,11045,86796,"Silky Silver 2019 Kia Rio S FWD 6-Speed Automatic 1.6L I4 DGI 16V Black Cloth, Apple CarPlay & Android Auto, Exterior Parking Camera Rear, Steering wheel mounted audio controls, Telescoping steering wheel, Tilt steering wheel.28/37 City/Highway MPGIf you have any questions or would like some general information about financing or would like a price quote on a new or used vehicle please call.",FALSE,28,37,https://content.homenetiol.com/2000466/2078700/640x480/stock_images/8/cc_2019KIC03_01_640/cc_2019KIC030017_01_640_4SS.jpg,https://www.goschchevy.com/inventory/3KPA24AB2KE166889/
2024,Chevrolet,Silverado 1500,NEW,"Chevrolet Silverado is a great truck that is known for its durability, power, capability, and comfort. It is a popular choice for both work and recreation, and it is a great option for those who are looking for a truck that can handle anything they throw at it.",Lakeshore Blue Metallic,Jet Black,"2WD Crew Cab 147"" Custom",Automatic,1GCPABEK2RZ245263,46840,2,,FALSE,19,22,https://content.homenetiol.com/2000466/2078700/640x480/stock_images/8/cc_2024CHT27_01_640/cc_2024CHT270018_01_640_GXP.jpg,https://www.goschchevy.com/inventory/1GCPABEK2RZ245263/
2024,Chevrolet,Silverado 1500,NEW,"Chevrolet Silverado is a great truck that is known for its durability, power, capability, and comfort. It is a popular choice for both work and recreation, and it is a great option for those who are looking for a truck that can handle anything they throw at it.",Lakeshore Blue Metallic,Jet Black,"2WD Crew Cab 147"" Custom",Automatic,1GCPABEK4RZ245121,46840,2,,FALSE,19,22,https://content.homenetiol.com/2000466/2078700/640x480/stock_images/8/cc_2024CHT27_01_640/cc_2024CHT270018_01_640_GXP.jpg,https://www.goschchevy.com/inventory/1GCPABEK4RZ245121/
2024,Chevrolet,Silverado 1500,NEW,"Chevrolet Silverado is a great truck that is known for its durability, power, capability, and comfort. It is a popular choice for both work and recreation, and it is a great option for those who are looking for a truck that can handle anything they throw at it.",Lakeshore Blue Metallic,Jet Black,"2WD Crew Cab 147"" Custom",Automatic,1GCPABEK5RZ246522,46840,2,,FALSE,19,22,https://content.homenetiol.com/2000466/2078700/640x480/stock_images/8/cc_2024CHT27_01_640/cc_2024CHT270018_01_640_GXP.jpg,https://www.goschchevy.com/inventory/1GCPABEK5RZ246522/
2024,Chevrolet,Silverado 1500,NEW,"Chevrolet Silverado is a great truck that is known for its durability, power, capability, and comfort. It is a popular choice for both work and recreation, and it is a great option for those who are looking for a truck that can handle anything they throw at it.",Lakeshore Blue Metallic,Jet Black,"2WD Crew Cab 147"" Custom",Automatic,1GCPABEK8RZ245090,46840,2,,FALSE,19,22,https://content.homenetiol.com/2000466/2078700/640x480/stock_images/8/cc_2024CHT27_01_640/cc_2024CHT270018_01_640_GXP.jpg,https://www.goschchevy.com/inventory/1GCPABEK8RZ245090/
2024,Chevrolet,Silverado 1500,NEW,"Chevrolet Silverado is a great truck that is known for its durability, power, capability, and comfort. It is a popular choice for both work and recreation, and it is a great option for those who are looking for a truck that can handle anything they throw at it.",Summit White,Jet Black,"4WD Crew Cab 147"" Custom",Automatic,1GCPDBEK0RZ236486,50360,2,,FALSE,18,21,https://content.homenetiol.com/2000466/2078700/640x480/stock_images/8/cc_2024CHT27_01_640/cc_2024CHT270001_01_640_GAZ.jpg,https://www.goschchevy.com/inventory/1GCPDBEK0RZ236486/
2024,Chevrolet,Trax,NEW,"Trax zips through city streets with its peppy engine, fuel-efficient charm, and compact practicality, making it a budget-friendly urban runabout. ",Mosaic Black Metallic,Jet Black/Gray with Blue accents,FWD 4dr LS,Automatic,KL77LFE20RC200999,21495,2,,FALSE,28,32,https://content.homenetiol.com/2000466/2078700/640x480/stock_images/8/cc_2024CHS32_01_640/cc_2024CHS320003_01_640_GB0.jpg,https://www.goschchevy.com/inventory/KL77LFE20RC200999/
2024,Chevrolet,Trax,NEW,"Trax zips through city streets with its peppy engine, fuel-efficient charm, and compact practicality, making it a budget-friendly urban runabout. ",Mosaic Black Metallic,Jet Black/Gray with Blue accents,FWD 4dr LS,Automatic,KL77LFE21RC201028,21495,2,,FALSE,28,32,https://content.homenetiol.com/2000466/2078700/640x480/stock_images/8/cc_2024CHS32_01_640/cc_2024CHS320003_01_640_GB0.jpg,https://www.goschchevy.com/inventory/KL77LFE21RC201028/
2024,Chevrolet,Trax,NEW,"Trax zips through city streets with its peppy engine, fuel-efficient charm, and compact practicality, making it a budget-friendly urban runabout. ",Mosaic Black Metallic,Jet Black/Gray with Blue accents,FWD 4dr LS,Automatic,KL77LFE22RC200938,21495,2,,FALSE,28,32,https://content.homenetiol.com/2000466/2078700/640x480/stock_images/8/cc_2024CHS32_01_640/cc_2024CHS320003_01_640_GB0.jpg,https://www.goschchevy.com/inventory/KL77LFE22RC200938/
2024,Chevrolet,Trax,NEW,"Trax zips through city streets with its peppy engine, fuel-efficient charm, and compact practicality, making it a budget-friendly urban runabout. ",Mosaic Black Metallic,Jet Black/Gray with Blue accents,FWD 4dr LS,Automatic,KL77LFE22RC200955,21495,2,,FALSE,28,32,https://content.homenetiol.com/2000466/2078700/640x480/stock_images/8/cc_2024CHS32_01_640/cc_2024CHS320003_01_640_GB0.jpg,https://www.goschchevy.com/inventory/KL77LFE22RC200955/
2024,Chevrolet,Trax,NEW,"Trax zips through city streets with its peppy engine, fuel-efficient charm, and compact practicality, making it a budget-friendly urban runabout. ",Mosaic Black Metallic,Jet Black/Gray with Blue accents,FWD 4dr LS,Automatic,KL77LFE28RC201009,21495,2,,FALSE,28,32,https://content.homenetiol.com/2000466/2078700/640x480/stock_images/8/cc_2024CHS32_01_640/cc_2024CHS320003_01_640_GB0.jpg,https://www.goschchevy.com/inventory/KL77LFE28RC201009/
2024,Chevrolet,Trax,NEW,"Trax zips through city streets with its peppy engine, fuel-efficient charm, and compact practicality, making it a budget-friendly urban runabout. ",Cacti Green,Jet Black with Red accents,FWD 4dr 2RS,Automatic,KL77LJE25RC196466,26685,2,,FALSE,28,32,https://content.homenetiol.com/2000466/2078700/640x480/stock_images/8/cc_2024CHS32_01_640/cc_2024CHS320008_01_640_GVR.jpg,https://www.goschchevy.com/inventory/KL77LJE25RC196466/
2024,Chevrolet,Trax,NEW,"Trax zips through city streets with its peppy engine, fuel-efficient charm, and compact practicality, making it a budget-friendly urban runabout. ",Cayenne Orange Metallic,Jet Black with Red accents,FWD 4dr 2RS,Automatic,KL77LJE2XRC000540,27390,2,,FALSE,28,32,https://content.homenetiol.com/2000466/2078700/640x480/stock_images/8/cc_2024CHS32_01_640/cc_2024CHS320005_01_640_GFQ.jpg,https://www.goschchevy.com/inventory/KL77LJE2XRC000540/
2024,Chevrolet,Tahoe,NEW,"Tahoe conquers any road with its imposing presence, powerhouse engines, spacious family haven, and tech-guided confidence, making it an off-road-ready giant for boundless adventures. ?",Summit White,Jet Black,4WD 4dr Z71,Automatic,1GNSKPKD2RR164281,80150,2,,FALSE,15,20,https://content.homenetiol.com/2000466/2078700/640x480/stock_images/8/cc_2024CHS11_01_640/cc_2024CHS110022_01_640_GAZ.jpg,https://www.goschchevy.com/inventory/1GNSKPKD2RR164281/
2024,Chevrolet,Tahoe,NEW,"Tahoe conquers any road with its imposing presence, powerhouse engines, spacious family haven, and tech-guided confidence, making it an off-road-ready giant for boundless adventures. ?",Summit White,Jet Black,4WD 4dr Z71,Automatic,1GNSKPKD3RR164483,80150,2,,FALSE,15,20,https://content.homenetiol.com/2000466/2078700/640x480/stock_images/8/cc_2024CHS11_01_640/cc_2024CHS110022_01_640_GAZ.jpg,https://www.goschchevy.com/inventory/1GNSKPKD3RR164483/
2021,Toyota,Tundra 2WD,USED,The Toyota Tundra is a powerful and stylish full-size truck known for its reliability and tech features,Black,,SR5 CrewMax 5.5' Bed 5.7L (Natl),Automatic,5TFEY5F12MX273983,40395,18430,"Clean CARFAX. Midnight Black Metallic 2021 Toyota Tundra SR5 RWD 6-Speed Automatic Electronic with Overdrive i-Force 5.7L V8 DOHC 32V LEV Black w/Fabric Seat Trim or Fabric Seat Trim w/TRD Off Road/TRD Sport Packages or Leather Seat Trim, Apple CarPlay/Android Auto, Exterior Parking Camera Rear, Steering wheel mounted audio controls, Tilt steering wheel.Recent Arrival! Odometer is 29011 miles below market average!Awards:* JD Power Initial Quality Study (IQS)If you have any questions or would like some general information about financing or would like a price quote on a new or used vehicle please call.",FALSE,13,17,https://content.homenetiol.com/2000466/2078700/640x480/stock_images/8/2021TOT10_640/2021TOT100163_640_01.jpg,https://www.goschchevy.com/inventory/5TFEY5F12MX273983/
2022,Chevrolet,Malibu,USED,"a choice between efficient hybrid and potent gasoline engines, spacious comfort features, and advanced technology, making it a stylish sedan for everyday journeys.",Dark Ash Metallic,Jet Black,4dr Sdn LT,Automatic,1G1ZD5ST6NF200331,18999,12373,"CARFAX One-Owner. Clean CARFAX. Dark Ash Metallic 2022 Chevrolet Malibu LT FWD CVT 1.5L DOHC Jet Black w/Leather-Appointed Seat Trim, 3-Spoke Leather-Wrapped Steering Wheel, Automatic temperature control, Blacked-Out Grille w/Dark Chrome Surround, Exterior Parking Camera Rear, Front & Rear Black Bowties, Front dual zone A/C, Heated Steering Wheel, Inside Rear-View Auto-Dimming Mirror, Leather Package, Leather-Appointed Seat Trim, Leather-Wrapped Shift Knob, Midnight Edition, Nameplate Badge In Black, Preferred Equipment Group 1LT, Sports Edition, Steering wheel mounted audio controls, Telescoping steering wheel, Tilt steering wheel, Wheels: 19 Black-Painted Aluminum.Recent Arrival! Odometer is 22576 miles below market average! 29/36 City/Highway MPGIf you have any questions or would like some general information about financing or would like a price quote on a new or used vehicle please call.",FALSE,29,36,https://content.homenetiol.com/2000466/2078700/640x480/stock_images/8/cc_2022CHC11_01_640/cc_2022CHC110024_01_640_G6M.jpg,https://www.goschchevy.com/inventory/1G1ZD5ST6NF200331/
2024,Chevrolet,Silverado 1500,NEW,"Chevrolet Silverado is a great truck that is known for its durability, power, capability, and comfort. It is a popular choice for both work and recreation, and it is a great option for those who are looking for a truck that can handle anything they throw at it.",Lakeshore Blue Metallic,Jet Black,"2WD Crew Cab 147"" Custom",Automatic,1GCPABEK1RZ251085,46840,2,,FALSE,19,22,https://content.homenetiol.com/2000466/2078700/640x480/stock_images/8/cc_2024CHT27_01_640/cc_2024CHT270018_01_640_GXP.jpg,https://www.goschchevy.com/inventory/1GCPABEK1RZ251085/
2024,Chevrolet,Silverado 1500,NEW,"Chevrolet Silverado is a great truck that is known for its durability, power, capability, and comfort. It is a popular choice for both work and recreation, and it is a great option for those who are looking for a truck that can handle anything they throw at it.",Lakeshore Blue Metallic,Jet Black,"2WD Crew Cab 147"" Custom",Automatic,1GCPABEK0RZ251109,46840,2,,FALSE,19,22,https://content.homenetiol.com/2000466/2078700/640x480/stock_images/8/cc_2024CHT27_01_640/cc_2024CHT270018_01_640_GXP.jpg,https://www.goschchevy.com/inventory/1GCPABEK0RZ251109/
2018,GMC,Terrain,USED,"The GMC Terrain is a stylish compact SUV offering a comfortable ride, advanced technology, and a choice between off-road capability and fuel efficiency",Summit White,Medium Ash Gray/Jet Black,FWD 4dr SLE,Automatic,3GKALMEV9JL407430,16295,76991,,FALSE,26,30,https://content.homenetiol.com/2000466/2078700/640x480/stock_images/8/cc_2018GMS28_01_640/cc_2018GMS280090_01_640_GAZ.jpg,https://www.goschchevy.com/inventory/3GKALMEV9JL407430/
2021,Acura,TLX,USED,"The Acura TLX is a sporty and luxurious midsize sedan that blends performance, comfort, and technology seamlessly.",White,,FWD w/Technology Package,Automatic,19UUB5F44MA014357,29794,24699,,FALSE,22,31,https://content.homenetiol.com/2000466/2078700/640x480/stock_images/8/2021ACC18_640/2021ACC180119_640_01.jpg,https://www.goschchevy.com/inventory/19UUB5F44MA014357/
2024,Chevrolet,Tahoe,NEW,"Tahoe conquers any road with its imposing presence, powerhouse engines, spacious family haven, and tech-guided confidence, making it an off-road-ready giant for boundless adventures. ?",Summit White,Jet Black,4WD 4dr Z71,Automatic,1GNSKPKD8RR165984,80150,2,,FALSE,15,20,https://content.homenetiol.com/2000466/2078700/640x480/stock_images/8/cc_2024CHS11_01_640/cc_2024CHS110022_01_640_GAZ.jpg,https://www.goschchevy.com/inventory/1GNSKPKD8RR165984/
2024,Chevrolet,Tahoe,NEW,"Tahoe conquers any road with its imposing presence, powerhouse engines, spacious family haven, and tech-guided confidence, making it an off-road-ready giant for boundless adventures. ?",Sterling Gray Metallic,Jet Black/Victory Red,4WD 4dr RST,Automatic,1GNSKRKD6RR138746,79755,2,,FALSE,15,20,https://content.homenetiol.com/2000466/2078700/640x480/stock_images/8/cc_2024CHS11_01_640/cc_2024CHS110015_01_640_GXD.jpg,https://www.goschchevy.com/inventory/1GNSKRKD6RR138746/
2021,Chevrolet,Silverado 1500,USED,"Chevrolet Silverado is a great truck that is known for its durability, power, capability, and comfort. It is a popular choice for both work and recreation, and it is a great option for those who are looking for a truck that can handle anything they throw at it.",Satin Steel Metallic,Jet Black,"4WD Crew Cab 147"" RST",Automatic,1GCUYEET5MZ230337,46149,9068,,FALSE,22,26,https://content.homenetiol.com/2000466/2078700/640x480/stock_images/8/cc_2021CHT27_01_640/cc_2021CHT270138_01_640_G9K.jpg,https://www.goschchevy.com/inventory/1GCUYEET5MZ230337/
2017,Chevrolet,Tahoe,USED,"Tahoe conquers any road with its imposing presence, powerhouse engines, spacious family haven, and tech-guided confidence, making it an off-road-ready giant for boundless adventures. ?",Summit White,Jet Black,4WD 4dr Premier,Automatic,1GNSKCKC9HR302445,32995,89173,,FALSE,16,22,https://content.homenetiol.com/2000466/2078700/640x480/stock_images/8/cc_2017CHS110001_01_640/cc_2017CHS110001_01_640_GAZ.jpg,https://www.goschchevy.com/inventory/1GNSKCKC9HR302445/
2020,Chevrolet,Sonic,USED,Fuel-efficient subcompact hatchback perfect for city driving and budget-minded individuals. Imagine easy parking and zipping through traffic.,Kinetic Blue Metallic,Jet Black,4dr Sdn LT,Automatic,1G1JD5SB1L4122196,15994,17070,"CARFAX One-Owner. Clean CARFAX. Kinetic Blue Metallic 2020 Chevrolet Sonic LT FWD 6-Speed Automatic I4 16 Aluminum Wheels, 2 Spare Keys, 3.23 Final Drive Axle Ratio, 3-Spoke Sport Leather-Wrapped Steering Wheel, 6-Way Power Driver Seat Adjuster, Carpeted Front & Rear Deluxe Floor Mats, Compass Display, Convenience Package, Driver Confidence Package, Enhanced Driver Information Center, Forward Collision Alert, Front Fog Lamps, Heated Driver & Front Passenger Seats, Instrument Panel w/Piano Black Accents, Integrated Rear Decklid Spoiler, Keyless Open, Keyless Start, Lane Departure Warning System, Preferred Equipment Group 1SD, Rear Park Assist, Remote Vehicle Starter System, RS Lettering Ornamentation, RS Package, Sport Body Kit, Sporty Rocker Moldings.26/34 City/Highway MPGAwards:* JD Power Initial Quality StudyIf you have any questions or would like some general information about financing or would like a price quote on a new or used vehicle please call.",FALSE,26,34,https://content.homenetiol.com/2000466/2078700/640x480/810d45dd58b34c1c90cf91d95f2da245.jpg,https://www.goschchevy.com/inventory/1G1JD5SB1L4122196/
2020,Chevrolet,Traverse,USED,"Traverse tames family chaos with its cavernous comfort, powerful towing muscle, and tech-fueled safety, all wrapped in a rugged, adventure-ready SUV. ????",,,FWD 4dr LS w/1LS,Automatic,1GNERFKW0LJ104915,0,0,,FALSE,18,27,,https://www.goschchevy.com/inventory/1GNERFKW0LJ104915/
